cluster_id,fact_count,sample_count,percentage_of_samples,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,sample_event_types
12,8,7,3.684211,0.13807,0.086667,0.5,0.466369,climate_risk_disclosure; green_bond_issuance; renewable_energy_commitment; renewable_energy_initiative; renewable_energy_trend
23,76,48,25.263158,0.136897,0.177974,0.394737,0.426088,businessSuspension; business_delegation; business_failure; business_model; business_model_analysis
3,23,15,7.894737,0.134173,0.123184,0.578261,0.419064,demand_surge; holiday_sales; holiday_sales_report; holiday_season_sales; new_purchase
11,12,10,5.263158,0.130095,0.143459,0.533333,0.46428,auction; bond_offering; contract_award; contract_ratification; contract_win
18,15,11,5.789474,0.129988,0.129122,0.433333,0.433077,cloud_competition; cloud_computing_strategy; cryptocurrency_adoption; cryptocurrency_backing; custom_chip_development
30,12,7,3.684211,0.122882,0.096843,0.325,0.635249,covid_19_impact; health_crisis_impact; pandemic_impact; pandemic_recovery; pandemic_related_decline
27,39,8,4.210526,0.11767,0.246872,0.3,0.337411,index_composition; index_construction; index_inclusion; index_movement; market_index_movement
33,153,43,22.631579,0.114625,0.256687,0.529085,0.460627,added_position; added_positions; blue_chip_classification; breakout; cloud_transition
0,107,61,32.105263,0.113033,0.184808,0.769626,0.162308,business_growth; cloud_services_growth; company_growth; customer_growth; expansion_and_growth
47,104,36,18.947368,0.111169,0.182435,0.251923,0.326102,executive_expectations_and_valuation; industry_valuation; market_valuation; stock_valuation; undervaluation
16,90,17,8.947368,0.109455,0.271825,0.433333,0.354338,capital_increase_approval; capital_plan_approval; capital_raise_consideration; cash_reserve; construction_spending_increase
1,525,90,47.368421,0.105155,0.240376,0.347048,0.237639,comparable_analysis; comparative_analysis; comparison; competitive_benchmarking; competitive_comparison
42,99,34,17.894737,0.1035,0.211879,-0.149495,0.522692,investment_and_partnership; partnership_acquisition; partnership_and_certifications; partnership_and_competition; partnership_and_expansion
24,96,22,11.578947,0.099635,0.217007,0.128125,0.332824,currency_headwinds; economic_commentary; economic_policy_impact; federal_reserve_announcement; federal_reserve_intervention
46,67,20,10.526316,0.090445,0.231049,0.601493,0.350902,profit_margin_increase; profitability_outlook; reduced_profit_forecast; revenue_forecast; revenue_growth
51,680,88,46.315789,0.087191,0.180564,-0.283088,0.393692,competition; competition_analysis; competition_and_privacy_changes; competition_expansion; competition_intensification
6,557,68,35.789474,0.081007,0.215245,0.382944,0.23457,business_update_and_dividend_growth; dividend_adjustment; dividend_announcement; dividend_announcement_and_share_repurchase; dividend_comparison
9,289,88,46.315789,0.07379,0.142945,-0.020415,0.769149,earnings_analysis; earnings_and_demand_update; earnings_and_financials; earnings_and_rating_upgrade; earnings_beat
59,1604,92,48.421053,0.066378,0.219228,-0.006827,0.313015,etf_analysis; etf_comparison; etf_composition; etf_description; etf_focus
2,1588,120,63.157895,0.066224,0.18687,0.579534,0.202417,blockchain_partnership; collaboration; industry_partnership; investment_partnership; partnership
40,304,40,21.052632,0.05716,0.187147,-0.241118,0.429029,asset_management_update; asset_under_management_update; assets_under_management_update; brokerage_update; brokerage_upgrade
15,526,71,37.368421,0.057035,0.158862,0.561977,0.195187,acquisition; acquisition_and_dividend; acquisition_and_expansion; acquisition_and_partnership; acquisition_and_restructuring
17,1410,151,79.473684,0.055813,0.15119,0.366418,0.395823,acquisition_and_earnings_announcement; earnings_and_sales_report; earnings_announcement; earnings_announcement_and_acquisition; earnings_announcement_and_deal_uncertainty
32,866,106,55.789474,0.054506,0.169478,0.383487,0.522069,avoidance_of_stocks; cyclical_stock_analysis; financial_analysis; former_penny_stocks; growth_stock_analysis
22,280,32,16.842105,0.052358,0.170314,0.495357,0.275577,ceo_appointment; executive_appointment; executive_background; executive_change; executive_commentary
37,413,51,26.842105,0.05067,0.177149,0.421065,0.300632,competitive_jab; congressional_hearing; crisis_management; criticism; election_aftermath
10,1767,87,45.789474,0.046249,0.181742,0.246123,0.386729,analyst_comment; analyst_commentary; analyst_coverage; analyst_coverage_initiation; analyst_downgrade
34,2550,125,65.789474,0.042197,0.151802,0.236843,0.430773,industrial_policy; industry_analysis; industry_challenges; industry_concerns; industry_context
58,61,13,6.842105,0.039072,0.139328,0.465574,0.270934,catastrophe_loss_report; economic_data_release; fee_income_report; industry_loss_report; market_share_report
53,4169,154,81.052632,0.039049,0.149676,0.527649,0.431593,cryptocurrency_market_fluctuation; cryptocurrency_market_movement; cryptocurrency_price_movement; market_analysis; market_commentary
54,89,5,2.631579,0.038058,0.157189,0.14382,0.227322,credit_agreement; credit_card_promotion; credit_card_switch; credit_quality_concerns; credit_rating_change
48,330,17,8.947368,0.031754,0.151272,0.437576,0.255687,initial_public_offering; ipo_announcement; ipo_funding; ipo_impact; ipo_investment
44,13,11,5.789474,0.02589,0.032765,0.430769,0.126398,high_options_trading_volume; options_contract_availability; options_contract_update; options_trading; options_trading_activity
4,3404,106,55.789474,0.025718,0.125527,0.338763,0.476376,activist_investor; alternative_investment; competitive_investment; cryptocurrency_investment; esg_investing
35,22,2,1.052632,0.023289,0.106722,0.590909,0.04166,licensing_agreement
52,455,11,5.789474,0.01448,0.104341,0.393407,0.335255,catastrophe_loss_estimate; data_security_concerns; health_and_safety_measures; health_concerns; insurance_claims_improvement
50,1613,25,13.157895,0.006161,0.061065,0.878425,0.092861,adoption; award_or_recognition; award_recognition; conference_discussion; conference_participation
39,722,11,5.789474,0.003652,0.053107,0.101662,0.076795,labor_cost_increase; price_drop; price_target; price_target_increase; price_target_raise
