Ticker,Form Type,Filed Date,Reporting Date,URL,Accession Number,Query,quarterly_raw_eps,quarterly_diluted_eps,annual_raw_eps,annual_diluted_eps
RF,10-Q (Quarterly report),2015-05-06,2015-03-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176115000045/rf-201533110xq.htm,,,,,,
RF,10-Q (Quarterly report),2014-11-05,2014-09-30,https://www.sec.gov/Archives/edgar/data/1281761/000128176114000074/rf-20140930x10q.htm,,,,,,
RF,10-Q (Quarterly report),2014-08-06,2014-06-30,https://www.sec.gov/Archives/edgar/data/1281761/000128176114000048/rf-2014630x10q.htm,,,,,,
RF,10-Q (Quarterly report),2014-05-07,2014-03-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176114000031/rf-2014331x10q.htm,,,,,,
RF,10-Q (Quarterly report),2013-11-06,2013-09-30,https://www.sec.gov/Archives/edgar/data/1281761/000128176113000017/rf-2013930x10q.htm,,,,,,
RF,10-Q (Quarterly report),2013-08-08,2013-06-30,https://www.sec.gov/Archives/edgar/data/1281761/000128176113000008/rf-2013630x10q.htm,,,,,,
RF,10-Q (Quarterly report),2013-05-08,2013-03-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176113000004/rf-2013331x10q.htm,,,,,,
RF,10-Q (Quarterly report),2012-11-05,2012-09-30,https://www.sec.gov/Archives/edgar/data/1281761/000119312512452076/d406487d10q.htm,,,,,,
RF,10-Q (Quarterly report),2012-08-06,2012-06-30,https://www.sec.gov/Archives/edgar/data/1281761/000119312512336748/d361719d10q.htm,,,,,,
RF,10-Q (Quarterly report),2012-05-03,2012-03-31,https://www.sec.gov/Archives/edgar/data/1281761/000119312512208340/d313781d10q.htm,,,,,,
RF,10-K (Annual report),2024-02-23,2023-12-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176124000010/rf-20231231.htm,,,,,,
RF,10-K (Annual report),2023-02-24,2022-12-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176123000012/rf-20221231.htm,,,,,,
RF,10-K (Annual report),2022-02-24,2021-12-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176122000016/rf-20211231.htm,,,,,,
RF,10-K (Annual report),2021-02-24,2020-12-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176121000012/rf-20201231.htm,,,,,,
RF,10-K (Annual report),2020-02-21,2019-12-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176120000010/rf-20191231x10k.htm,,,,,,
RF,10-K (Annual report),2019-02-22,2018-12-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176119000019/rf-20181231x10k.htm,,,,,,
RF,10-K (Annual report),2018-02-26,2017-12-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176118000016/rf-20171231x10k.htm,,,,,,
RF,10-K (Annual report),2017-02-24,2016-12-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176117000026/rf-20161231x10k.htm,,,,,,
RF,10-K (Annual report),2016-02-16,2015-12-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176116000108/rf-20151231x10k.htm,,,,,,
RF,10-K (Annual report),2015-02-17,2014-12-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176115000022/rf-20141231x10k.htm,,,,,,
RF,10-K (Annual report),2014-02-21,2013-12-31,https://www.sec.gov/Archives/edgar/data/1281761/000128176114000009/rf-20131231x10k.htm,,,,,,
RF,10-K (Annual report),2013-02-21,2012-12-31,https://www.sec.gov/Archives/edgar/data/1281761/000119312513069212/d418921d10k.htm,,,,,,
RF,10-K (Annual report),2012-02-24,2011-12-31,https://www.sec.gov/Archives/edgar/data/1281761/000119312512078199/d249628d10k.htm,,,,,,
VRSN,10-Q (Quarterly report),2024-10-24,2024-09-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447324000040/vrsn-20240930.htm,,,,,,
VRSN,10-Q (Quarterly report),2024-07-25,2024-06-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447324000033/vrsn-20240630.htm,,,,,,
VRSN,10-Q (Quarterly report),2024-04-25,2024-03-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447324000023/vrsn-20240331.htm,,,,,,
VRSN,10-Q (Quarterly report),2023-10-26,2023-09-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447323000038/vrsn-20230930.htm,,,,,,
VRSN,10-Q (Quarterly report),2023-07-27,2023-06-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447323000033/vrsn-20230630.htm,,,,,,
VRSN,10-Q (Quarterly report),2023-04-27,2023-03-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447323000019/vrsn-20230331.htm,,,,,,
VRSN,10-Q (Quarterly report),2022-10-27,2022-09-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447322000027/vrsn-20220930.htm,,,,,,
VRSN,10-Q (Quarterly report),2022-07-28,2022-06-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447322000023/vrsn-20220630.htm,,,,,,
VRSN,10-Q (Quarterly report),2022-04-28,2022-03-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447322000016/vrsn-20220331.htm,,,,,,
VRSN,10-Q (Quarterly report),2021-10-28,2021-09-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447321000027/vrsn-20210930.htm,,,,,,
VRSN,10-Q (Quarterly report),2021-07-22,2021-06-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447321000023/vrsn-20210630.htm,,,,,,
VRSN,10-Q (Quarterly report),2021-04-22,2021-03-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447321000015/vrsn-20210331.htm,,,,,,
VRSN,10-Q (Quarterly report),2020-10-22,2020-09-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447320000034/vrsn-20200930.htm,,,,,,
VRSN,10-Q (Quarterly report),2020-07-23,2020-06-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447320000029/vrsn-20200630.htm,,,,,,
VRSN,10-Q (Quarterly report),2020-04-23,2020-03-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447320000019/vrsn-2020331x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2019-10-24,2019-09-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447319000037/vrsn-2019930x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2019-07-25,2019-06-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447319000030/vrsn-2019630x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2019-04-25,2019-03-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447319000015/vrsn-2019331x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2018-10-25,2018-09-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447318000040/vrsn-2018930x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2018-07-26,2018-06-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447318000036/vrsn-2018630x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2018-04-26,2018-03-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447318000028/vrsn-2018331x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2017-10-26,2017-09-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447317000048/vrsn-2017930x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2017-07-27,2017-06-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447317000029/vrsn-2017630x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2017-04-27,2017-03-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447317000012/vrsn-2017331x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2016-10-27,2016-09-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447316000117/vrsn-2016930x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2016-07-28,2016-06-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447316000111/vrsn-2016630x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2016-04-28,2016-03-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447316000101/vrsn-2016331x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2015-10-22,2015-09-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447315000073/vrsn-2015930x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2015-07-23,2015-06-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447315000068/vrsn-2015630x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2015-04-23,2015-03-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447315000047/vrsn-2015331x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2014-10-23,2014-09-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447314000052/vrsn-2014930x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2014-07-24,2014-06-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447314000040/vrsn-2014630x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2014-04-24,2014-03-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447314000030/vrsn-2014331x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2013-10-24,2013-09-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447313000060/vrsn-2013930x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2013-07-25,2013-06-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447313000041/vrsn-2013630x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2013-04-25,2013-03-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447313000029/vrsn-2013331x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2012-10-25,2012-09-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447312000022/vrsn-2012930x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2012-07-27,2012-06-30,https://www.sec.gov/Archives/edgar/data/1014473/000101447312000011/vrsn-2012630x10q.htm,,,,,,
VRSN,10-Q (Quarterly report),2012-04-27,2012-03-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447312000003/vrsn-2012331x10q.htm,,,,,,
VRSN,10-K (Annual report),2024-02-15,2023-12-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447324000006/vrsn-20231231.htm,,,,,,
VRSN,10-K (Annual report),2023-02-17,2022-12-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447323000005/vrsn-20221231.htm,,,,,,
VRSN,10-K (Annual report),2022-02-18,2021-12-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447322000007/vrsn-20211231.htm,,,,,,
VRSN,10-K (Annual report),2021-02-19,2020-12-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447321000005/vrsn-20201231.htm,,,,,,
VRSN,10-K (Annual report),2020-02-14,2019-12-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447320000006/vrsn-20191231x10k.htm,,,,,,
VRSN,10-K (Annual report),2019-02-15,2018-12-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447319000005/vrsn-20181231x10k.htm,,,,,,
VRSN,10-K (Annual report),2018-02-16,2017-12-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447318000018/vrsn-20171231x10k.htm,,,,,,
VRSN,10-K (Annual report),2017-02-17,2016-12-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447317000004/vrsn-20161231x10k.htm,,,,,,
VRSN,10-K (Annual report),2016-02-19,2015-12-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447316000086/vrsn-20151231x10k.htm,,,,,,
VRSN,10-K (Annual report),2015-02-13,2014-12-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447315000011/vrsn-20141231x10k.htm,,,,,,
VRSN,10-K (Annual report),2014-02-21,2013-12-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447314000006/vrsn-20131231x10k.htm,,,,,,
VRSN,10-K (Annual report),2013-02-28,2012-12-31,https://www.sec.gov/Archives/edgar/data/1014473/000101447313000006/vrsn-20121231x10k.htm,,,,,,
VRSN,10-K (Annual report),2012-02-24,2011-12-31,https://www.sec.gov/Archives/edgar/data/1014473/000119312512077600/d296041d10k.htm,,,,,,
HIG,10-Q (Quarterly report),2024-10-24,2024-09-30,https://www.sec.gov/Archives/edgar/data/874766/000087476624000122/hig-20240930.htm,,,,,,
HIG,10-Q (Quarterly report),2024-07-25,2024-06-30,https://www.sec.gov/Archives/edgar/data/874766/000087476624000108/hig-20240630.htm,,,,,,
HIG,10-Q (Quarterly report),2024-04-25,2024-03-31,https://www.sec.gov/Archives/edgar/data/874766/000087476624000073/hig-20240331.htm,,,,,,
HIG,10-Q (Quarterly report),2023-10-26,2023-09-30,https://www.sec.gov/Archives/edgar/data/874766/000087476623000112/hig-20230930.htm,,,,,,
HIG,10-Q (Quarterly report),2023-07-27,2023-06-30,https://www.sec.gov/Archives/edgar/data/874766/000087476623000097/hig-20230630.htm,,,,,,
HIG,10-Q (Quarterly report),2023-04-27,2023-03-31,https://www.sec.gov/Archives/edgar/data/874766/000087476623000071/hig-20230331.htm,,,,,,
HIG,10-Q (Quarterly report),2022-10-27,2022-09-30,https://www.sec.gov/Archives/edgar/data/874766/000087476622000102/hig-20220930.htm,,,,,,
HIG,10-Q (Quarterly report),2022-07-28,2022-06-30,https://www.sec.gov/Archives/edgar/data/874766/000087476622000072/hig-20220630.htm,,,,,,
HIG,10-Q (Quarterly report),2022-04-28,2022-03-31,https://www.sec.gov/Archives/edgar/data/874766/000087476622000044/hig-20220331.htm,,,,,,
HIG,10-Q (Quarterly report),2021-10-28,2021-09-30,https://www.sec.gov/Archives/edgar/data/874766/000087476621000099/hig-20210930.htm,,,,,,
HIG,10-Q (Quarterly report),2021-07-28,2021-06-30,https://www.sec.gov/Archives/edgar/data/874766/000087476621000079/hig-20210630.htm,,,,,,
HIG,10-Q (Quarterly report),2021-04-27,2021-03-31,https://www.sec.gov/Archives/edgar/data/874766/000087476621000052/hig-20210331.htm,,,,,,
HIG,10-Q (Quarterly report),2020-10-29,2020-09-30,https://www.sec.gov/Archives/edgar/data/874766/000087476620000072/hig-20200930.htm,,,,,,
HIG,10-Q (Quarterly report),2020-07-31,2020-06-30,https://www.sec.gov/Archives/edgar/data/874766/000087476620000053/hig6302020-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2020-04-29,2020-03-31,https://www.sec.gov/Archives/edgar/data/874766/000087476620000034/hig3312020-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2019-11-04,2019-09-30,https://www.sec.gov/Archives/edgar/data/874766/000087476619000080/hig9302019-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2019-08-01,2019-06-30,https://www.sec.gov/Archives/edgar/data/874766/000087476619000068/hig6302019-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2019-05-01,2019-03-31,https://www.sec.gov/Archives/edgar/data/874766/000087476619000039/hig3312019-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2018-10-25,2018-09-30,https://www.sec.gov/Archives/edgar/data/874766/000087476618000057/hig9302018-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2018-07-26,2018-06-30,https://www.sec.gov/Archives/edgar/data/874766/000087476618000040/hig6302018-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2018-04-26,2018-03-31,https://www.sec.gov/Archives/edgar/data/874766/000087476618000023/hig3312018-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2017-10-26,2017-09-30,https://www.sec.gov/Archives/edgar/data/874766/000087476617000056/hig09302017-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2017-07-27,2017-06-30,https://www.sec.gov/Archives/edgar/data/874766/000087476617000040/hig06302017-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2017-04-27,2017-03-31,https://www.sec.gov/Archives/edgar/data/874766/000087476617000021/hig03312017-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2016-10-27,2016-09-30,https://www.sec.gov/Archives/edgar/data/874766/000087476616000069/hig09302016-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2016-07-28,2016-06-30,https://www.sec.gov/Archives/edgar/data/874766/000087476616000063/hig06302016-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2016-04-28,2016-03-31,https://www.sec.gov/Archives/edgar/data/874766/000087476616000053/hig03312016-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2015-10-26,2015-09-30,https://www.sec.gov/Archives/edgar/data/874766/000087476615000035/hig9302015-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2015-07-27,2015-06-30,https://www.sec.gov/Archives/edgar/data/874766/000087476615000029/hig6302015-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2015-04-27,2015-03-31,https://www.sec.gov/Archives/edgar/data/874766/000087476615000021/hig3312015-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2014-10-27,2014-09-30,https://www.sec.gov/Archives/edgar/data/874766/000087476614000048/hig09302014-10xqdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2014-07-30,2014-06-30,https://www.sec.gov/Archives/edgar/data/874766/000087476614000037/hig0630201410-qdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2014-04-30,2014-03-31,https://www.sec.gov/Archives/edgar/data/874766/000087476614000016/hig0331201410-qdocument.htm,,,,,,
HIG,10-Q (Quarterly report),2013-10-28,2013-09-30,https://www.sec.gov/Archives/edgar/data/874766/000087476613000066/hig10-q09302013document.htm,,,,,,
HIG,10-Q (Quarterly report),2013-07-29,2013-06-30,https://www.sec.gov/Archives/edgar/data/874766/000087476613000046/hig10-q06302013document.htm,,,,,,
HIG,10-Q (Quarterly report),2013-04-29,2013-03-31,https://www.sec.gov/Archives/edgar/data/874766/000087476613000035/hig10-q03312013document.htm,,,,,,
HIG,10-Q (Quarterly report),2012-11-01,2012-09-30,https://www.sec.gov/Archives/edgar/data/874766/000087476612000020/hig10-q9302012document.htm,,,,,,
HIG,10-Q (Quarterly report),2012-08-01,2012-06-30,https://www.sec.gov/Archives/edgar/data/874766/000087476612000008/hig10-q6302012document.htm,,,,,,
HIG,10-Q (Quarterly report),2012-05-02,2012-03-31,https://www.sec.gov/Archives/edgar/data/874766/000119312512204851/d327956d10q.htm,,,,,,
HIG,10-K (Annual report),2024-02-23,2023-12-31,https://www.sec.gov/Archives/edgar/data/874766/000087476624000016/hig-20231231.htm,,,,,,
HIG,10-K (Annual report),2023-02-24,2022-12-31,https://www.sec.gov/Archives/edgar/data/874766/000087476623000023/hig-20221231.htm,,,,,,
HIG,10-K (Annual report),2022-02-18,2021-12-31,https://www.sec.gov/Archives/edgar/data/874766/000087476622000019/hig-20211231.htm,,,,,,
HIG,10-K (Annual report),2021-02-19,2020-12-31,https://www.sec.gov/Archives/edgar/data/874766/000087476621000022/hig-20201231.htm,,,,,,
HIG,10-K (Annual report),2020-02-21,2019-12-31,https://www.sec.gov/Archives/edgar/data/874766/000087476620000020/hig1231201910-kdocument.htm,,,,,,
HIG,10-K (Annual report),2019-02-22,2018-12-31,https://www.sec.gov/Archives/edgar/data/874766/000087476619000018/hig1231201810-kdocument.htm,,,,,,
HIG,10-K (Annual report),2018-02-23,2017-12-31,https://www.sec.gov/Archives/edgar/data/874766/000087476618000011/hig1231201710-kdocument.htm,,,,,,
HIG,10-K (Annual report),2017-02-24,2016-12-31,https://www.sec.gov/Archives/edgar/data/874766/000087476617000010/hig1231201610-kdocument.htm,,,,,,
HIG,10-K (Annual report),2016-02-26,2015-12-31,https://www.sec.gov/Archives/edgar/data/874766/000087476616000046/hig1231201510-kdocument.htm,,,,,,
HIG,10-K (Annual report),2015-02-27,2014-12-31,https://www.sec.gov/Archives/edgar/data/874766/000087476615000013/hig1231201410-kdocument.htm,,,,,,
HIG,10-K (Annual report),2014-02-28,2013-12-31,https://www.sec.gov/Archives/edgar/data/874766/000087476614000007/hig1231201310-kdocument.htm,,,,,,
HIG,10-K (Annual report),2013-03-01,2012-12-31,https://www.sec.gov/Archives/edgar/data/874766/000087476613000021/hig12311210-kdocument.htm,,,,,,
HIG,10-K (Annual report),2012-02-24,2011-12-31,https://www.sec.gov/Archives/edgar/data/874766/000095012312003120/c25396e10vk.htm,,,,,,
AON,10-Q (Quarterly report),2024-10-25,2024-09-30,https://www.sec.gov/Archives/edgar/data/315293/000162828024043809/aon-20240930.htm,,,,,,
AON,10-Q (Quarterly report),2024-07-26,2024-06-30,https://www.sec.gov/Archives/edgar/data/315293/000162828024033161/aon-20240630.htm,,,,,,
AON,10-Q (Quarterly report),2024-04-26,2024-03-31,https://www.sec.gov/Archives/edgar/data/315293/000162828024018649/aon-20240331.htm,,,,,,
AON,10-Q (Quarterly report),2023-10-27,2023-09-30,https://www.sec.gov/Archives/edgar/data/315293/000162828023035412/aon-20230930.htm,,,,,,
AON,10-Q (Quarterly report),2023-07-28,2023-06-30,https://www.sec.gov/Archives/edgar/data/315293/000162828023026117/aon-20230630.htm,,,,,,
AON,10-Q (Quarterly report),2023-04-28,2023-03-31,https://www.sec.gov/Archives/edgar/data/315293/000162828023014187/aon-20230331.htm,,,,,,
AON,10-Q (Quarterly report),2022-10-28,2022-09-30,https://www.sec.gov/Archives/edgar/data/315293/000162828022027307/aon-20220930.htm,,,,,,
AON,10-Q (Quarterly report),2022-07-29,2022-06-30,https://www.sec.gov/Archives/edgar/data/315293/000162828022019828/aon-20220630.htm,,,,,,
AON,10-Q (Quarterly report),2022-04-29,2022-03-31,https://www.sec.gov/Archives/edgar/data/315293/000162828022011520/aon-20220331.htm,,,,,,
AON,10-Q (Quarterly report),2021-10-29,2021-09-30,https://www.sec.gov/Archives/edgar/data/315293/000162828021020852/aon-20210930.htm,,,,,,
AON,10-Q (Quarterly report),2021-07-30,2021-06-30,https://www.sec.gov/Archives/edgar/data/315293/000162828021015069/aon-20210630.htm,,,,,,
AON,10-Q (Quarterly report),2021-04-30,2021-03-31,https://www.sec.gov/Archives/edgar/data/315293/000162828021008451/aon-20210331.htm,,,,,,
AON,10-Q (Quarterly report),2020-10-30,2020-09-30,https://www.sec.gov/Archives/edgar/data/315293/000162828020015165/aon-20200930.htm,,,,,,
AON,10-Q (Quarterly report),2020-07-31,2020-06-30,https://www.sec.gov/Archives/edgar/data/315293/000162828020011354/aon-20200630.htm,,,,,,
AON,10-Q (Quarterly report),2020-05-01,2020-03-31,https://www.sec.gov/Archives/edgar/data/315293/000162828020006142/q12020aonplc.htm,,,,,,
AON,10-Q (Quarterly report),2019-10-25,2019-09-30,https://www.sec.gov/Archives/edgar/data/315293/000162828019012581/q32019aonplc.htm,,,,,,
AON,10-Q (Quarterly report),2019-07-26,2019-06-30,https://www.sec.gov/Archives/edgar/data/315293/000162828019009103/q22019aonplc.htm,,,,,,
AON,10-Q (Quarterly report),2019-04-26,2019-03-31,https://www.sec.gov/Archives/edgar/data/315293/000162828019004829/q12019aonplc.htm,,,,,,
AON,10-Q (Quarterly report),2018-10-26,2018-09-30,https://www.sec.gov/Archives/edgar/data/315293/000162828018012970/q32018aonplc.htm,,,,,,
AON,10-Q (Quarterly report),2018-07-27,2018-06-30,https://www.sec.gov/Archives/edgar/data/315293/000162828018009710/q22018aonplc.htm,,,,,,
AON,10-Q (Quarterly report),2018-05-04,2018-03-31,https://www.sec.gov/Archives/edgar/data/315293/000162828018005956/q12018aonplc.htm,,,,,,
AON,10-Q (Quarterly report),2017-10-27,2017-09-30,https://www.sec.gov/Archives/edgar/data/315293/000162828017010331/q32017aonplc.htm,,,,,,
AON,10-Q (Quarterly report),2017-08-04,2017-06-30,https://www.sec.gov/Archives/edgar/data/315293/000162828017008138/q22017aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2017-05-09,2017-03-31,https://www.sec.gov/Archives/edgar/data/315293/000162828017005272/q12017aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2016-10-28,2016-09-30,https://www.sec.gov/Archives/edgar/data/315293/000162828016020443/q32016aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2016-07-29,2016-06-30,https://www.sec.gov/Archives/edgar/data/315293/000162828016017965/q22016aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2016-04-29,2016-03-31,https://www.sec.gov/Archives/edgar/data/315293/000162828016015092/q12016aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2015-10-30,2015-09-30,https://www.sec.gov/Archives/edgar/data/315293/000162828015008083/q32015aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2015-07-31,2015-06-30,https://www.sec.gov/Archives/edgar/data/315293/000162828015005806/q22015aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2015-05-01,2015-03-31,https://www.sec.gov/Archives/edgar/data/315293/000162828015003433/q12015aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2014-10-31,2014-09-30,https://www.sec.gov/Archives/edgar/data/315293/000144530514004665/q32014aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2014-07-25,2014-06-30,https://www.sec.gov/Archives/edgar/data/315293/000144530514002885/q22014aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2014-04-25,2014-03-31,https://www.sec.gov/Archives/edgar/data/315293/000144530514001467/q12014aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2013-10-25,2013-09-30,https://www.sec.gov/Archives/edgar/data/315293/000144530513002517/q32013aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2013-07-26,2013-06-30,https://www.sec.gov/Archives/edgar/data/315293/000144530513001716/q22013aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2013-05-01,2013-03-31,https://www.sec.gov/Archives/edgar/data/315293/000144530513001035/aonplc10-q.htm,,,,,,
AON,10-Q (Quarterly report),2012-10-31,2012-09-30,https://www.sec.gov/Archives/edgar/data/315293/000110465912072700/a12-19884_110q.htm,,,,,,
AON,10-Q (Quarterly report),2012-08-08,2012-06-30,https://www.sec.gov/Archives/edgar/data/315293/000110465912055980/a12-13662_110q.htm,,,,,,
AON,10-Q (Quarterly report),2012-05-08,2012-03-31,https://www.sec.gov/Archives/edgar/data/315293/000110465912034478/a12-6844_110q.htm,,,,,,
AON,10-K (Annual report),2024-02-16,2023-12-31,https://www.sec.gov/Archives/edgar/data/315293/000162828024005392/aon-20231231.htm,,,,,,
AON,10-K (Annual report),2023-02-17,2022-12-31,https://www.sec.gov/Archives/edgar/data/315293/000162828023004087/aon-20221231.htm,,,,,,
AON,10-K (Annual report),2022-02-18,2021-12-31,https://www.sec.gov/Archives/edgar/data/315293/000162828022003180/aon-20211231.htm,,,,,,
AON,10-K (Annual report),2021-02-19,2020-12-31,https://www.sec.gov/Archives/edgar/data/315293/000162828021002574/aon-20201231.htm,,,,,,
AON,10-K (Annual report),2020-02-14,2019-12-31,https://www.sec.gov/Archives/edgar/data/315293/000162828020001607/aonplc201910-k.htm,,,,,,
AON,10-K (Annual report),2019-02-19,2018-12-31,https://www.sec.gov/Archives/edgar/data/315293/000162828019001558/aonplc201810-k.htm,,,,,,
AON,10-K (Annual report),2018-02-20,2017-12-31,https://www.sec.gov/Archives/edgar/data/315293/000162828018001923/aonplc201710-k.htm,,,,,,
AON,10-K (Annual report),2017-02-23,2016-12-31,https://www.sec.gov/Archives/edgar/data/315293/000162828017001652/aonplc201610-k.htm,,,,,,
AON,10-K (Annual report),2016-02-22,2015-12-31,https://www.sec.gov/Archives/edgar/data/315293/000162828016011485/aonplc201510-k.htm,,,,,,
AON,10-K (Annual report),2015-02-24,2014-12-31,https://www.sec.gov/Archives/edgar/data/315293/000162828015000950/aonplc201410-k.htm,,,,,,
AON,10-K (Annual report),2014-02-18,2013-12-31,https://www.sec.gov/Archives/edgar/data/315293/000144530514000476/aonplc201310-k.htm,,,,,,
